"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
"3918100","oauthlib/oauthlib",false,"1700","7","48","486","Python","master","BSD 3-Clause New or Revised License","https://oauthlib.readthedocs.io/en/latest/","65","2808","171","3066","2011-11-19T11:08:51","2024-10-21T09:56:47","2024-10-21T09:56:52","376","81","503","9","5331","15165","7384","[{""language"":""TOML"",""blankLines"":5,""codeLines"":72,""commentLines"":30},{""language"":""Text"",""blankLines"":0,""codeLines"":6,""commentLines"":0},{""language"":""Python"",""blankLines"":4135,""codeLines"":11229,""commentLines"":6455},{""language"":""INI"",""blankLines"":4,""codeLines"":30,""commentLines"":0},{""language"":""DOS Batch"",""blankLines"":23,""codeLines"":166,""commentLines"":1},{""language"":""make"",""blankLines"":35,""codeLines"":167,""commentLines"":35},{""language"":""YAML"",""blankLines"":3,""codeLines"":135,""commentLines"":7},{""language"":""JSON"",""blankLines"":0,""codeLines"":1222,""commentLines"":0},{""language"":""reStructuredText"",""blankLines"":1103,""codeLines"":2081,""commentLines"":856},{""language"":""Markdown"",""blankLines"":23,""codeLines"":57,""commentLines"":0}]","2024-10-21T09:56:47","1fd5253630c03e3f12719dd8c13d43111f66a8d2",false,false,false,false,"{""Python"":889797,""Makefile"":2930}","breaking;bug;cleanup;contributor friendly;discussion;documentation;feature;invalid;missing information;oauth1;oauth2-client;oauth2-provider;oidc;todo","authentication;authorization;identity;jwt-authentication;jwt-bearer-tokens;library;oauth;oauth1;oauth2;oidc;oidc-provider;openid-connect;python;python-2;python-3;python2;python3;token-based-authentication"
"3918121","feincms/feincms",false,"4040","6","0","231","Python","main","BSD 3-Clause New or Revised License","http://www.feincms.org/","39","933","98","6216","2009-01-27T08:34:16","2024-09-06T08:18:32","2024-09-06T08:18:36","443","25","276","1","8170","21914","7382","[{""language"":""PO File"",""blankLines"":3940,""codeLines"":8897,""commentLines"":4654},{""language"":""JavaScript"",""blankLines"":154,""codeLines"":909,""commentLines"":111},{""language"":""reStructuredText"",""blankLines"":1444,""codeLines"":2822,""commentLines"":416},{""language"":""make"",""blankLines"":15,""codeLines"":69,""commentLines"":4},{""language"":""Text"",""blankLines"":0,""codeLines"":3,""commentLines"":0},{""language"":""Python"",""blankLines"":2460,""codeLines"":8072,""commentLines"":2182},{""language"":""CSS"",""blankLines"":69,""codeLines"":325,""commentLines"":8},{""language"":""YAML"",""blankLines"":6,""codeLines"":94,""commentLines"":7},{""language"":""INI"",""blankLines"":3,""codeLines"":29,""commentLines"":0},{""language"":""HTML"",""blankLines"":79,""codeLines"":694,""commentLines"":0}]","2024-09-06T08:18:00","a9cb72cd502adad8645bc276bab88dc9bd546192",true,false,false,false,"{""Python"":429202,""JavaScript"":35968,""HTML"":30978,""CSS"":6168}","ddn;dependencies;documentation;enhancement;future;major bug;minor bug;needsinfo",""
"3918478","jeetsukumaran/dendropy",false,"4768","29","0","63","Python","main","BSD 3-Clause New or Revised License","https://pypi.org/project/DendroPy/.","13","207","27","58198","2009-10-06T09:50:18","2024-09-23T03:55:42","2024-09-23T05:59:22","134","19","80","1","11124","653327","30146","[{""language"":""reStructuredText"",""blankLines"":2351,""codeLines"":5179,""commentLines"":1116},{""language"":""Markdown"",""blankLines"":38,""codeLines"":159,""commentLines"":0},{""language"":""TeX"",""blankLines"":3,""codeLines"":593,""commentLines"":0},{""language"":""Bourne Shell"",""blankLines"":10,""codeLines"":21,""commentLines"":2},{""language"":""Pascal"",""blankLines"":18,""codeLines"":66,""commentLines"":0},{""language"":""XML"",""blankLines"":45,""codeLines"":87378,""commentLines"":7586},{""language"":""make"",""blankLines"":28,""codeLines"":143,""commentLines"":6},{""language"":""YAML"",""blankLines"":4,""codeLines"":300,""commentLines"":16},{""language"":""HTML"",""blankLines"":7,""codeLines"":72,""commentLines"":6},{""language"":""Fortran 77"",""blankLines"":17,""codeLines"":30,""commentLines"":3},{""language"":""Text"",""blankLines"":6,""codeLines"":24273,""commentLines"":0},{""language"":""Python"",""blankLines"":8321,""codeLines"":48733,""commentLines"":21275},{""language"":""CSS"",""blankLines"":245,""codeLines"":1169,""commentLines"":134},{""language"":""JSON"",""blankLines"":0,""codeLines"":483347,""commentLines"":0},{""language"":""R"",""blankLines"":0,""codeLines"":5,""commentLines"":1},{""language"":""TOML"",""blankLines"":2,""codeLines"":20,""commentLines"":0},{""language"":""DOS Batch"",""blankLines"":29,""codeLines"":212,""commentLines"":1},{""language"":""CSV"",""blankLines"":0,""codeLines"":1627,""commentLines"":0}]","2024-09-23T03:54:53","49cf2cc26c8e770f06ca37e15095e38514431802",true,false,false,false,"{""Python"":3229693,""Turing"":540706,""Perl"":540706,""TeX"":27113,""Shell"":1022,""R"":120}","bug;dependencies;enhancement;infrastructure;question",""
"3919390","progval/limnoria",false,"11972","17","0","173","Python","master","Other","https://docs.limnoria.net/","49","619","79","35938","2011-04-26T08:18:00","2024-10-23T06:19:38","2024-10-23T06:29:40","857","241","738","9","19812","102187","31844","[{""language"":""reStructuredText"",""blankLines"":3167,""codeLines"":3358,""commentLines"":986},{""language"":""Python"",""blankLines"":9654,""codeLines"":49474,""commentLines"":21701},{""language"":""make"",""blankLines"":9,""codeLines"":33,""commentLines"":0},{""language"":""Bourne Again Shell"",""blankLines"":1,""codeLines"":4,""commentLines"":1},{""language"":""Text"",""blankLines"":5,""codeLines"":13,""commentLines"":0},{""language"":""INI"",""blankLines"":2,""codeLines"":7,""commentLines"":0},{""language"":""Bourne Shell"",""blankLines"":0,""codeLines"":2,""commentLines"":0},{""language"":""YAML"",""blankLines"":16,""codeLines"":80,""commentLines"":3},{""language"":""Markdown"",""blankLines"":31,""codeLines"":94,""commentLines"":0},{""language"":""PO File"",""blankLines"":6925,""codeLines"":49116,""commentLines"":9153},{""language"":""TOML"",""blankLines"":2,""codeLines"":6,""commentLines"":0}]","2024-10-23T06:19:37","8ec873015aac3ba4193a2d498eb294975615b296",true,false,false,false,"{""Python"":3248222,""Makefile"":983,""Shell"":331}","api cleanup;bug;documentation;feature request;forwarded;good first issue;hacktoberfest-accepted;help wanted;meta;need more info;python 2 compatibility;requires api change;sasl;security/dos;spam;windows-specific","gpg;i18n;irc;irc-bot;ircv3;limnoria;python;rss;sasl;supybot;tls"
"3919391","splunk/splunk-sdk-python",false,"1767","54","24","370","Python","master","Apache License 2.0","http://dev.splunk.com","104","696","70","71544","2011-03-20T11:20:06","2024-10-30T09:52:34","2024-10-30T09:49:52","235","22","361","24","5290","213108","6382","[{""language"":""make"",""blankLines"":44,""codeLines"":199,""commentLines"":10},{""language"":""YAML"",""blankLines"":10,""codeLines"":102,""commentLines"":7},{""language"":""Python"",""blankLines"":4546,""codeLines"":11152,""commentLines"":6126},{""language"":""CSS"",""blankLines"":12,""codeLines"":50,""commentLines"":5},{""language"":""INI"",""blankLines"":7,""codeLines"":47,""commentLines"":0},{""language"":""HTML"",""blankLines"":2,""codeLines"":3,""commentLines"":0},{""language"":""reStructuredText"",""blankLines"":179,""codeLines"":96,""commentLines"":233},{""language"":""Bourne Shell"",""blankLines"":2,""codeLines"":10,""commentLines"":0},{""language"":""Markdown"",""blankLines"":461,""codeLines"":910,""commentLines"":0},{""language"":""XML"",""blankLines"":4,""codeLines"":200373,""commentLines"":0},{""language"":""DOS Batch"",""blankLines"":23,""codeLines"":166,""commentLines"":1}]","2024-10-30T09:49:46","1a3e2909c41aeb3a18e65ab080546dd95c8474a2",false,false,false,false,"{""Python"":791335,""Makefile"":2203,""Ruby"":302,""Shell"":270}","auth;bug;centos;core;dependencies;docs;enhancement;hold;in progress;internal;known issue;performance;planned next release;py3 compatibility;ready to be released;samples;tests;waiting for response;windows",""
"3919408","pylons/webob",false,"2538","14","0","187","Python","main",,"https://webob.org/","20","432","96","4663","2011-09-17T07:32:24","2024-10-27T05:14:23","2024-10-26T09:56:15","224","36","247","7","8052","25595","5205","[{""language"":""YAML"",""blankLines"":7,""codeLines"":133,""commentLines"":16},{""language"":""reStructuredText"",""blankLines"":37,""codeLines"":62,""commentLines"":6},{""language"":""Python"",""blankLines"":6167,""codeLines"":19701,""commentLines"":5175},{""language"":""Text"",""blankLines"":1759,""codeLines"":5344,""commentLines"":0},{""language"":""INI"",""blankLines"":8,""codeLines"":85,""commentLines"":0},{""language"":""Markdown"",""blankLines"":42,""codeLines"":91,""commentLines"":0},{""language"":""make"",""blankLines"":30,""codeLines"":156,""commentLines"":6},{""language"":""TOML"",""blankLines"":2,""codeLines"":23,""commentLines"":2}]","2024-10-26T09:56:10","39d5af3c797e7b867f152c2e8c979de42d029403",false,false,false,false,"{""Python"":1008590}","backport;backport-complete;dependencies;docs;feature;needs-info;python 2.x;python 3.x;sprintable;stdlib",""
"3920269","jazzband/tablib",false,"1206","2","14","592","Python","master","MIT License","https://tablib.readthedocs.io/","134","4603","110","2085","2011-03-28T02:36:50","2024-10-08T01:11:00","2024-10-08T07:44:26","254","25","345","6","2135","5049","1710","[{""language"":""reStructuredText"",""blankLines"":461,""codeLines"":631,""commentLines"":156},{""language"":""Markdown"",""blankLines"":208,""codeLines"":372,""commentLines"":0},{""language"":""HTML"",""blankLines"":0,""codeLines"":16,""commentLines"":0},{""language"":""INI"",""blankLines"":3,""codeLines"":34,""commentLines"":0},{""language"":""make"",""blankLines"":21,""codeLines"":105,""commentLines"":4},{""language"":""YAML"",""blankLines"":33,""codeLines"":154,""commentLines"":0},{""language"":""TOML"",""blankLines"":5,""codeLines"":58,""commentLines"":0},{""language"":""Text"",""blankLines"":0,""codeLines"":9,""commentLines"":0},{""language"":""TeX"",""blankLines"":9,""codeLines"":96,""commentLines"":13},{""language"":""Python"",""blankLines"":1395,""codeLines"":3574,""commentLines"":1537}]","2024-10-08T01:04:44","eeb8461e06d8e1d84a3b8ec7181d071591c65da5",true,false,false,false,"{""Python"":201295}","bug;crisis;documentation;feature;formatter;idea;needs bdfl approval;needs test;packages;question;sync",""
"3920346","parisson/timeside",false,"3847","78","6","59","Python","master","GNU Affero General Public License v3.0","https://timeside.ircam.fr/docs/","28","369","16","66479","2011-11-21T09:48:08","2024-10-14T05:26:35","2024-10-14T04:32:32","217","33","110","0","6010","76884","5058","[{""language"":""TypeScript"",""blankLines"":6,""codeLines"":10,""commentLines"":0},{""language"":""JSON"",""blankLines"":0,""codeLines"":54320,""commentLines"":0},{""language"":""Dockerfile"",""blankLines"":27,""codeLines"":50,""commentLines"":27},{""language"":""Jupyter Notebook"",""blankLines"":0,""codeLines"":71,""commentLines"":682},{""language"":""SVG"",""blankLines"":1,""codeLines"":1366,""commentLines"":2},{""language"":""TOML"",""blankLines"":3,""codeLines"":52,""commentLines"":1},{""language"":""YAML"",""blankLines"":154,""codeLines"":2714,""commentLines"":274},{""language"":""Text"",""blankLines"":124,""codeLines"":795,""commentLines"":0},{""language"":""make"",""blankLines"":28,""codeLines"":142,""commentLines"":5},{""language"":""INI"",""blankLines"":18,""codeLines"":62,""commentLines"":0},{""language"":""Bourne Shell"",""blankLines"":94,""codeLines"":227,""commentLines"":64},{""language"":""JavaScript"",""blankLines"":17,""codeLines"":137,""commentLines"":3},{""language"":""Markdown"",""blankLines"":131,""codeLines"":454,""commentLines"":0},{""language"":""reStructuredText"",""blankLines"":494,""codeLines"":869,""commentLines"":246},{""language"":""EJS"",""blankLines"":8,""codeLines"":73,""commentLines"":0},{""language"":""Python"",""blankLines"":4905,""codeLines"":15523,""commentLines"":3752},{""language"":""HTML"",""blankLines"":0,""codeLines"":19,""commentLines"":2}]","2024-10-14T03:20:39","7b3929f89dcd897542895aee7df1a9f1cf40de67",true,false,false,false,"{""Python"":752723,""Handlebars"":28367,""SCSS"":21050,""Shell"":10326,""CSS"":7844,""JavaScript"":4132,""Dockerfile"":3019,""EJS"":2268,""HTML"":658,""TypeScript"":311}","bug;dependencies;documentation;duplicate;feature;help wanted;high priority;install;invalid;javascript;optimization;python;question;refactoring;security;tests;wontfix","audio-processing;python;web"
"3920441","mozilla/mozregression",false,"1895","34","111","101","Python","main","Mozilla Public License 2.0","https://mozilla.github.io/mozregression/","14","172","71","5995","2010-02-11T05:49:14","2024-11-06T03:46:17","2024-11-06T03:45:41","0","0","1794","36","3149","27155","1891","[{""language"":""SCSS"",""blankLines"":76,""codeLines"":323,""commentLines"":63},{""language"":""TOML"",""blankLines"":7,""codeLines"":66,""commentLines"":3},{""language"":""SVG"",""blankLines"":0,""codeLines"":217,""commentLines"":1},{""language"":""YAML"",""blankLines"":32,""codeLines"":727,""commentLines"":19},{""language"":""Text"",""blankLines"":26,""codeLines"":12339,""commentLines"":0},{""language"":""Markdown"",""blankLines"":335,""codeLines"":894,""commentLines"":0},{""language"":""XML"",""blankLines"":0,""codeLines"":51,""commentLines"":3},{""language"":""JavaScript"",""blankLines"":1,""codeLines"":19,""commentLines"":8},{""language"":""Bourne Shell"",""blankLines"":6,""codeLines"":10,""commentLines"":0},{""language"":""Sass"",""blankLines"":76,""codeLines"":376,""commentLines"":10},{""language"":""Python"",""blankLines"":2570,""codeLines"":10294,""commentLines"":1784},{""language"":""Qt"",""blankLines"":0,""codeLines"":1759,""commentLines"":0},{""language"":""HTML"",""blankLines"":19,""codeLines"":73,""commentLines"":0},{""language"":""Bourne Again Shell"",""blankLines"":1,""codeLines"":7,""commentLines"":0}]","2024-11-06T03:45:36","0c5a8125a531a243467b3a28ae37ca593feec31f",false,false,false,false,"{""Python"":499880,""NSIS"":4441,""Shell"":494}","blocked-by-python3.5;dependencies;github_actions;python;python3","python;regression"
"3920549","theochem/horton",false,"2120","9","10","40","Python","master","GNU General Public License v3.0","http://theochem.github.io/horton/","20","92","13","24725","2011-07-24T05:48:17","2024-08-02T10:23:04","2024-08-02T10:23:08","140","32","164","5","14794","54437","22200","[{""language"":""CSV"",""blankLines"":0,""codeLines"":213,""commentLines"":0},{""language"":""Cython"",""blankLines"":1081,""codeLines"":3010,""commentLines"":2152},{""language"":""Text"",""blankLines"":1314,""codeLines"":3596,""commentLines"":0},{""language"":""Python"",""blankLines"":8759,""codeLines"":33163,""commentLines"":15121},{""language"":""CSS"",""blankLines"":3,""codeLines"":17,""commentLines"":0},{""language"":""reStructuredText"",""blankLines"":1760,""codeLines"":3415,""commentLines"":1575},{""language"":""HTML"",""blankLines"":5,""codeLines"":33,""commentLines"":0},{""language"":""JSON"",""blankLines"":0,""codeLines"":357,""commentLines"":0},{""language"":""Fortran 77"",""blankLines"":2,""codeLines"":11,""commentLines"":0},{""language"":""C++"",""blankLines"":930,""codeLines"":8353,""commentLines"":1440},{""language"":""TeX"",""blankLines"":41,""codeLines"":412,""commentLines"":0},{""language"":""Markdown"",""blankLines"":7,""codeLines"":26,""commentLines"":0},{""language"":""C/C++ Header"",""blankLines"":728,""codeLines"":961,""commentLines"":1811},{""language"":""INI"",""blankLines"":0,""codeLines"":4,""commentLines"":0},{""language"":""YAML"",""blankLines"":17,""codeLines"":90,""commentLines"":32},{""language"":""make"",""blankLines"":25,""codeLines"":136,""commentLines"":4},{""language"":""SVG"",""blankLines"":1,""codeLines"":139,""commentLines"":1},{""language"":""Bourne Shell"",""blankLines"":121,""codeLines"":501,""commentLines"":64}]","2024-08-02T10:23:04","053c4374f93d172e19a962e9abe0e3fb067d98a5",true,false,false,false,"{""Python"":1908985,""C++"":1030868,""Cython"":224201,""Shell"":23380,""C"":18071,""TeX"":15117,""Makefile"":202,""HTML"":47,""POV-Ray SDL"":47}","bugfix;documentation;feature;qa",""
