commit,file,lineno,code
364366ae99d4fd1c1cf324917bb3a7dccfac256e,frappe/utils/data.py,728,"match timespan:
		case ""last week"":
			return (
				get_first_day_of_week(add_to_date(today, days=-7)),
				get_last_day_of_week(add_to_date(today, days=-7)),
			)
		case ""last month"":
			return (
				get_first_day(add_to_date(today, months=-1)),
				get_last_day(add_to_date(today, months=-1)),
			)
		case ""last quarter"":
			return (
				get_quarter_start(add_to_date(today, months=-3)),
				get_quarter_ending(add_to_date(today, months=-3)),
			)
		case ""last 6 months"":
			return (
				get_quarter_start(add_to_date(today, months=-6)),
				get_quarter_ending(add_to_date(today, months=-3)),
			)
		case ""last year"":
			return (
				get_year_start(add_to_date(today, years=-1)),
				get_year_ending(add_to_date(today, years=-1)),
			)

		case ""yesterday"":
			return (add_to_date(today, days=-1),) * 2
		case ""today"":
			return (today, today)
		case ""tomorrow"":
			return (add_to_date(today, days=1),) * 2
		case ""this week"":
			return (get_first_day_of_week(today), get_last_day_of_week(today))
		case ""this month"":
			return (get_first_day(today), get_last_day(today))
		case ""this quarter"":
			return (get_quarter_start(today), get_quarter_ending(today))
		case ""this year"":
			return (get_year_start(today), get_year_ending(today))
		case ""next week"":
			return (
				get_first_day_of_week(add_to_date(today, days=7)),
				get_last_day_of_week(add_to_date(today, days=7)),
			)
		case ""next month"":
			return (
				get_first_day(add_to_date(today, months=1)),
				get_last_day(add_to_date(today, months=1)),
			)
		case ""next quarter"":
			return (
				get_quarter_start(add_to_date(today, months=3)),
				get_quarter_ending(add_to_date(today, months=3)),
			)
		case ""next 6 months"":
			return (
				get_quarter_start(add_to_date(today, months=3)),
				get_quarter_ending(add_to_date(today, months=6)),
			)
		case ""next year"":
			return (
				get_year_start(add_to_date(today, years=1)),
				get_year_ending(add_to_date(today, years=1)),
			)
		case _:
			return"
359f0c3dcbb27e4747fc694474cab5e9bfeb04ad,frappe/utils/data.py,728,"match timespan:
		case ""last week"":
			return (
				get_first_day_of_week(add_to_date(today, days=-7)),
				get_last_day_of_week(add_to_date(today, days=-7)),
			)
		case ""last month"":
			return (
				get_first_day(add_to_date(today, months=-1)),
				get_last_day(add_to_date(today, months=-1)),
			)
		case ""last quarter"":
			return (
				get_quarter_start(add_to_date(today, months=-3)),
				get_quarter_ending(add_to_date(today, months=-3)),
			)
		case ""last 6 months"":
			return (
				get_quarter_start(add_to_date(today, months=-6)),
				get_quarter_ending(add_to_date(today, months=-3)),
			)
		case ""last year"":
			return (
				get_year_start(add_to_date(today, years=-1)),
				get_year_ending(add_to_date(today, years=-1)),
			)

		case ""yesterday"":
			return (add_to_date(today, days=-1),) * 2
		case ""today"":
			return (today, today)
		case ""tomorrow"":
			return (add_to_date(today, days=1),) * 2
		case ""this week"":
			return (get_first_day_of_week(today), get_last_day_of_week(today))
		case ""this month"":
			return (get_first_day(today), get_last_day(today))
		case ""this quarter"":
			return (get_quarter_start(today), get_quarter_ending(today))
		case ""this year"":
			return (get_year_start(today), get_year_ending(today))
		case ""next week"":
			return (
				get_first_day_of_week(add_to_date(today, days=7)),
				get_last_day_of_week(add_to_date(today, days=7)),
			)
		case ""next month"":
			return (
				get_first_day(add_to_date(today, months=1)),
				get_last_day(add_to_date(today, months=1)),
			)
		case ""next quarter"":
			return (
				get_quarter_start(add_to_date(today, months=3)),
				get_quarter_ending(add_to_date(today, months=3)),
			)
		case ""next 6 months"":
			return (
				get_quarter_start(add_to_date(today, months=3)),
				get_quarter_ending(add_to_date(today, months=6)),
			)
		case ""next year"":
			return (
				get_year_start(add_to_date(today, years=1)),
				get_year_ending(add_to_date(today, years=1)),
			)
		case _:
			return"
20593f155dae8a9e19deeb8879fe9c275b1fb931,frappe/api.py,67,"match self.call:
			case ""method"":
				return self.handle_method()
			case ""resource"":
				self.handle_resource()
			case _:
				raise frappe.DoesNotExistError"
20593f155dae8a9e19deeb8879fe9c275b1fb931,frappe/api.py,94,"match frappe.local.request.method:
			case ""GET"":
				self.get_doc()
			case ""PUT"":
				self.update_doc()
			case ""DELETE"":
				self.delete_doc()
			case _:
				raise frappe.DoesNotExistError"
20593f155dae8a9e19deeb8879fe9c275b1fb931,frappe/api.py,105,"match frappe.local.request.method:
			case ""GET"":
				self.get_doc_list()
			case ""POST"":
				self.create_doc()
			case _:
				raise frappe.DoesNotExistError"
20593f155dae8a9e19deeb8879fe9c275b1fb931,frappe/utils/data.py,733,"match timespan:
		case ""last week"":
			return (
				get_first_day_of_week(add_to_date(today, days=-7)),
				get_last_day_of_week(add_to_date(today, days=-7)),
			)
		case ""last month"":
			return (
				get_first_day(add_to_date(today, months=-1)),
				get_last_day(add_to_date(today, months=-1)),
			)
		case ""last quarter"":
			return (
				get_quarter_start(add_to_date(today, months=-3)),
				get_quarter_ending(add_to_date(today, months=-3)),
			)
		case ""last 6 months"":
			return (
				get_quarter_start(add_to_date(today, months=-6)),
				get_quarter_ending(add_to_date(today, months=-3)),
			)
		case ""last year"":
			return (
				get_year_start(add_to_date(today, years=-1)),
				get_year_ending(add_to_date(today, years=-1)),
			)

		case ""yesterday"":
			return (add_to_date(today, days=-1),) * 2
		case ""today"":
			return (today, today)
		case ""tomorrow"":
			return (add_to_date(today, days=1),) * 2
		case ""this week"":
			return (get_first_day_of_week(today), get_last_day_of_week(today))
		case ""this month"":
			return (get_first_day(today), get_last_day(today))
		case ""this quarter"":
			return (get_quarter_start(today), get_quarter_ending(today))
		case ""this year"":
			return (get_year_start(today), get_year_ending(today))
		case ""next week"":
			return (
				get_first_day_of_week(add_to_date(today, days=7)),
				get_last_day_of_week(add_to_date(today, days=7)),
			)
		case ""next month"":
			return (
				get_first_day(add_to_date(today, months=1)),
				get_last_day(add_to_date(today, months=1)),
			)
		case ""next quarter"":
			return (
				get_quarter_start(add_to_date(today, months=3)),
				get_quarter_ending(add_to_date(today, months=3)),
			)
		case ""next 6 months"":
			return (
				get_quarter_start(add_to_date(today, months=3)),
				get_quarter_ending(add_to_date(today, months=6)),
			)
		case ""next year"":
			return (
				get_year_start(add_to_date(today, years=1)),
				get_year_ending(add_to_date(today, years=1)),
			)
		case _:
			return"
9bbac0f84fdc9df852240ef4ba354168d6694879,frappe/api.py,67,"match self.call:
			case ""method"":
				return self.handle_method()
			case ""resource"":
				self.handle_resource()
			case _:
				raise frappe.DoesNotExistError"
9bbac0f84fdc9df852240ef4ba354168d6694879,frappe/api.py,94,"match frappe.local.request.method:
			case ""GET"":
				self.get_doc()
			case ""PUT"":
				self.update_doc()
			case ""DELETE"":
				self.delete_doc()
			case _:
				raise frappe.DoesNotExistError"
9bbac0f84fdc9df852240ef4ba354168d6694879,frappe/api.py,105,"match frappe.local.request.method:
			case ""GET"":
				self.get_doc_list()
			case ""POST"":
				self.create_doc()
			case _:
				raise frappe.DoesNotExistError"
9bbac0f84fdc9df852240ef4ba354168d6694879,frappe/utils/data.py,739,"match timespan:
		case ""last week"":
			return (
				get_first_day_of_week(add_to_date(today, days=-7)),
				get_last_day_of_week(add_to_date(today, days=-7)),
			)
		case ""last month"":
			return (
				get_first_day(add_to_date(today, months=-1)),
				get_last_day(add_to_date(today, months=-1)),
			)
		case ""last quarter"":
			return (
				get_quarter_start(add_to_date(today, months=-3)),
				get_quarter_ending(add_to_date(today, months=-3)),
			)
		case ""last 6 months"":
			return (
				get_quarter_start(add_to_date(today, months=-6)),
				get_quarter_ending(add_to_date(today, months=-3)),
			)
		case ""last year"":
			return (
				get_year_start(add_to_date(today, years=-1)),
				get_year_ending(add_to_date(today, years=-1)),
			)

		case ""yesterday"":
			return (add_to_date(today, days=-1),) * 2
		case ""today"":
			return (today, today)
		case ""tomorrow"":
			return (add_to_date(today, days=1),) * 2
		case ""this week"":
			return (get_first_day_of_week(today), get_last_day_of_week(today))
		case ""this month"":
			return (get_first_day(today), get_last_day(today))
		case ""this quarter"":
			return (get_quarter_start(today), get_quarter_ending(today))
		case ""this year"":
			return (get_year_start(today), get_year_ending(today))
		case ""next week"":
			return (
				get_first_day_of_week(add_to_date(today, days=7)),
				get_last_day_of_week(add_to_date(today, days=7)),
			)
		case ""next month"":
			return (
				get_first_day(add_to_date(today, months=1)),
				get_last_day(add_to_date(today, months=1)),
			)
		case ""next quarter"":
			return (
				get_quarter_start(add_to_date(today, months=3)),
				get_quarter_ending(add_to_date(today, months=3)),
			)
		case ""next 6 months"":
			return (
				get_quarter_start(add_to_date(today, months=3)),
				get_quarter_ending(add_to_date(today, months=6)),
			)
		case ""next year"":
			return (
				get_year_start(add_to_date(today, years=1)),
				get_year_ending(add_to_date(today, years=1)),
			)
		case _:
			return"
